source,target,haplotype_count,path_support_fraction,source_transition_agreement,consistency_score
n7102,n10264,14,1.0,1.0,1.0
n7103,n10288,14,1.0,1.0,1.0
n7104,n13920,14,1.0,1.0,1.0
n7105,n6294,14,1.0,1.0,1.0
n7106,n10242,14,1.0,1.0,1.0
n7107,n10991,14,1.0,1.0,1.0
n7108,n13930,14,1.0,1.0,1.0
n7109,n10564,14,1.0,1.0,1.0
n711,n2067,13,0.9285714285714286,1.0,0.9642857142857143
n7110,n10570,14,1.0,1.0,1.0
n7111,n11844,14,1.0,1.0,1.0
n7112,n10655,14,1.0,1.0,1.0
n7113,n10321,14,1.0,1.0,1.0
n7114,n5354,14,1.0,1.0,1.0
n7115,n10354,14,1.0,1.0,1.0
n7116,n10359,14,1.0,1.0,1.0
n7117,n6494,14,1.0,1.0,1.0
n7118,n7391,14,1.0,1.0,1.0
n7119,n13184,13,0.9285714285714286,1.0,0.9642857142857143
n712,n3052,14,1.0,1.0,1.0
n7120,n10909,14,1.0,1.0,1.0
n7121,n8538,14,1.0,1.0,1.0
n7122,n8768,14,1.0,1.0,1.0
n7123,n11041,13,0.9285714285714286,1.0,0.9642857142857143
n7124,n10431,13,0.9285714285714286,1.0,0.9642857142857143
n7125,n11082,13,0.9285714285714286,1.0,0.9642857142857143
n7126,n11103,14,1.0,1.0,1.0
n7127,n10677,13,0.9285714285714286,1.0,0.9642857142857143
n7128,n14097,14,1.0,1.0,1.0
n7129,n14100,14,1.0,1.0,1.0
n713,n9133,14,1.0,1.0,1.0
n7130,n11225,14,1.0,1.0,1.0
n7131,n11237,14,1.0,1.0,1.0
n7132,n10474,14,1.0,1.0,1.0
n7133,n15030,13,0.9285714285714286,1.0,0.9642857142857143
n7134,n170,13,0.9285714285714286,1.0,0.9642857142857143
n7135,n14024,14,1.0,1.0,1.0
n7136,n14025,14,1.0,1.0,1.0
n7137,n1702,14,1.0,1.0,1.0
n7138,n14032,14,1.0,1.0,1.0
n7139,n2889,13,0.9285714285714286,1.0,0.9642857142857143
n714,n9155,14,1.0,1.0,1.0
n7140,n10545,13,0.9285714285714286,1.0,0.9642857142857143
n7141,n917,13,0.9285714285714286,1.0,0.9642857142857143
n7142,n14596,14,1.0,1.0,1.0
n7143,n11612,13,0.9285714285714286,1.0,0.9642857142857143
n7144,n11632,14,1.0,1.0,1.0
n7145,n11644,14,1.0,1.0,1.0
n7146,n11663,14,1.0,1.0,1.0
n7147,n1538,14,1.0,1.0,1.0
n7148,n2026,14,1.0,1.0,1.0
n7149,n2672,14,1.0,1.0,1.0
n715,n10022,14,1.0,1.0,1.0
n7150,n10681,13,0.9285714285714286,1.0,0.9642857142857143
n7151,n11919,14,1.0,1.0,1.0
n7152,n11371,13,0.9285714285714286,1.0,0.9642857142857143
n7153,n12056,14,1.0,1.0,1.0
n7154,n4298,13,0.9285714285714286,1.0,0.9642857142857143
n7155,n10795,14,1.0,1.0,1.0
n7156,n4813,14,1.0,1.0,1.0
n7157,n14098,14,1.0,1.0,1.0
n7158,n10693,13,0.9285714285714286,1.0,0.9642857142857143
n7159,n3282,14,1.0,1.0,1.0
n716,n9627,14,1.0,1.0,1.0
n7160,n10720,13,0.9285714285714286,1.0,0.9642857142857143
n7161,n5938,14,1.0,1.0,1.0
n7162,n14115,14,1.0,1.0,1.0
n7163,n10746,14,1.0,1.0,1.0
